line_name,line_code,train_type,station1,station2,estimated_time
JR外房線,11324,普通,鎌取,誉田,4
JR外房線,11324,普通,誉田,土気,5
JR外房線,11324,普通,土気,大網,4
JR外房線,11324,普通,大網,永田(千葉県),2
JR外房線,11324,普通,永田(千葉県),本納,2
JR外房線,11324,普通,本納,新茂原,3
JR外房線,11324,普通,新茂原,茂原,3
JR外房線,11324,普通,茂原,八積,4
JR外房線,11324,普通,八積,上総一ノ宮,4
JR外房線,11324,普通,上総一ノ宮,東浪見,3
JR外房線,11324,普通,東浪見,太東,4
JR外房線,11324,普通,太東,長者町,3
JR外房線,11324,普通,長者町,三門,2
JR外房線,11324,普通,三門,大原(千葉県),3
JR外房線,11324,普通,大原(千葉県),浪花,4
JR外房線,11324,普通,浪花,御宿,5
JR外房線,11324,普通,御宿,勝浦,6
JR外房線,11324,普通,勝浦,鵜原,4
JR外房線,11324,普通,鵜原,上総興津,4
JR外房線,11324,普通,上総興津,行川アイランド,4
JR外房線,11324,普通,行川アイランド,安房小湊,5
JR外房線,11324,普通,安房小湊,安房天津,4
JR外房線,11324,普通,安房天津,安房鴨川,6
JR内房線,11325,普通,千葉,本千葉,2
JR内房線,11325,普通,本千葉,蘇我,3
JR内房線,11325,普通,蘇我,浜野,3
JR内房線,11325,普通,浜野,八幡宿,2
JR内房線,11325,普通,八幡宿,五井,4
JR内房線,11325,普通,五井,姉ケ崎,5
JR内房線,11325,普通,姉ケ崎,長浦(千葉県),5
JR内房線,11325,普通,長浦(千葉県),袖ケ浦,4
JR内房線,11325,普通,袖ケ浦,巌根,3
JR内房線,11325,普通,巌根,木更津,4
JR内房線,11325,普通,木更津,君津,6
JR内房線,11325,普通,君津,青堀,3
JR内房線,11325,普通,青堀,大貫,4
JR内房線,11325,普通,大貫,佐貫町,4
JR内房線,11325,普通,佐貫町,上総湊,4
JR内房線,11325,普通,上総湊,竹岡,5
JR内房線,11325,普通,竹岡,浜金谷,4
JR内房線,11325,普通,浜金谷,保田(千葉県),4
JR内房線,11325,普通,保田(千葉県),安房勝山,3
JR内房線,11325,普通,安房勝山,岩井,3
JR内房線,11325,普通,岩井,富浦(千葉県),6
JR内房線,11325,普通,富浦(千葉県),那古船形,3
JR内房線,11325,普通,那古船形,館山,4
JR内房線,11325,普通,館山,九重,5
JR内房線,11325,普通,九重,千倉,5
JR内房線,11325,普通,千倉,千歳(千葉県),2
JR内房線,11325,普通,千歳(千葉県),南三原,4
JR内房線,11325,普通,南三原,和田浦,5
JR内房線,11325,普通,和田浦,江見,5
JR内房線,11325,普通,江見,太海,6
JR内房線,11325,普通,太海,安房鴨川,4
JR京葉線,11326,普通,東京,八丁堀(東京都),2
JR京葉線,11326,普通,八丁堀(東京都),越中島,2
JR京葉線,11326,普通,越中島,潮見,3
JR京葉線,11326,普通,潮見,新木場,3
JR京葉線,11326,普通,新木場,葛西臨海公園,3
JR京葉線,11326,普通,葛西臨海公園,舞浜,3
JR京葉線,11326,普通,舞浜,新浦安,3
JR京葉線,11326,普通,新浦安,市川塩浜,3
JR京葉線,11326,普通,市川塩浜,二俣新町,5
JR京葉線,11326,普通,二俣新町,南船橋,3
JR京葉線,11326,普通,南船橋,新習志野,3
JR京葉線,11326,普通,新習志野,海浜幕張,4
JR京葉線,11326,普通,海浜幕張,検見川浜,2
JR京葉線,11326,普通,検見川浜,稲毛海岸,2
JR京葉線,11326,普通,稲毛海岸,千葉みなと,4
JR京葉線,11326,普通,千葉みなと,蘇我,4
JR京葉線,11326,快速,東京,八丁堀(東京都),2
JR京葉線,11326,快速,八丁堀(東京都),新木場,7
JR京葉線,11326,快速,新木場,舞浜,7
JR京葉線,11326,快速,舞浜,新浦安,4
JR京葉線,11326,快速,新浦安,南船橋,9
JR京葉線,11326,快速,南船橋,海浜幕張,6
JR京葉線,11326,快速,海浜幕張,検見川浜,2
JR京葉線,11326,快速,検見川浜,稲毛海岸,2
JR京葉線,11326,快速,稲毛海岸,千葉みなと,4
JR京葉線,11326,快速,千葉みなと,蘇我,4
JR鹿島線,11329,普通,佐原,香取,4
JR鹿島線,11329,普通,香取,十二橋,3
JR鹿島線,11329,普通,十二橋,潮来,3
JR鹿島線,11329,普通,潮来,延方,5
JR鹿島線,11329,普通,延方,鹿島神宮,4
JR久留里線,11330,普通,木更津,祇園(千葉県),4
JR久留里線,11330,普通,祇園(千葉県),上総清川,3
JR久留里線,11330,普通,上総清川,東清川,3
JR久留里線,11330,普通,東清川,横田,6
JR久留里線,11330,普通,横田,東横田,3
JR久留里線,11330,普通,東横田,馬来田,5
JR久留里線,11330,普通,馬来田,下郡,3
JR久留里線,11330,普通,下郡,小櫃,4
JR久留里線,11330,普通,小櫃,俵田,3
JR久留里線,11330,普通,俵田,久留里,5
JR久留里線,11330,普通,久留里,平山,5
JR久留里線,11330,普通,平山,上総松丘,5
JR久留里線,11330,普通,上総松丘,上総亀山,7
JR東金線,11331,普通,大網,福俵,4
JR東金線,11331,普通,福俵,東金,3
JR東金線,11331,普通,東金,求名,4
JR東金線,11331,普通,求名,成東,5
JR京浜東北線,11332,普通,大宮(埼玉県),さいたま新都心,2
JR京浜東北線,11332,普通,さいたま新都心,与野,2
JR京浜東北線,11332,普通,与野,北浦和,3
JR京浜東北線,11332,普通,北浦和,浦和,3
JR京浜東北線,11332,普通,浦和,南浦和,2
JR京浜東北線,11332,普通,南浦和,蕨,4
JR京浜東北線,11332,普通,蕨,西川口,3
JR京浜東北線,11332,普通,西川口,川口,3
JR京浜東北線,11332,普通,川口,赤羽,3
JR京浜東北線,11332,普通,赤羽,東十条,3
JR京浜東北線,11332,普通,東十条,王子,3
JR京浜東北線,11332,普通,王子,上中里,2
JR京浜東北線,11332,普通,上中里,田端,3
JR京浜東北線,11332,普通,田端,西日暮里,2
JR京浜東北線,11332,普通,西日暮里,日暮里,2
JR京浜東北線,11332,普通,日暮里,鶯谷,2
JR京浜東北線,11332,普通,鶯谷,上野,2
JR京浜東北線,11332,普通,上野,御徒町,2
JR京浜東北線,11332,普通,御徒町,秋葉原,2
JR京浜東北線,11332,普通,秋葉原,神田(東京都),2
JR京浜東北線,11332,普通,神田(東京都),東京,3
JR京浜東北線,11332,普通,東京,有楽町,2
JR京浜東北線,11332,普通,有楽町,新橋,2
JR京浜東北線,11332,普通,新橋,浜松町,3
JR京浜東北線,11332,普通,浜松町,田町(東京都),2
JR京浜東北線,11332,普通,田町(東京都),高輪ゲートウェイ,2
JR京浜東北線,11332,普通,高輪ゲートウェイ,品川,2
JR京浜東北線,11332,普通,品川,大井町,4
JR京浜東北線,11332,普通,大井町,大森(東京都),2
JR京浜東北線,11332,普通,大森(東京都),蒲田,4
JR京浜東北線,11332,普通,蒲田,川崎,4
JR京浜東北線,11332,普通,川崎,鶴見,4
JR京浜東北線,11332,普通,鶴見,新子安,4
JR京浜東北線,11332,普通,新子安,東神奈川,3
JR京浜東北線,11332,普通,東神奈川,横浜,3
JR京浜東北線,11332,快速,大宮(埼玉県),さいたま新都心,2
JR京浜東北線,11332,快速,さいたま新都心,与野,2
JR京浜東北線,11332,快速,与野,北浦和,3
JR京浜東北線,11332,快速,北浦和,浦和,2
JR京浜東北線,11332,快速,浦和,南浦和,3
JR京浜東北線,11332,快速,南浦和,蕨,4
JR京浜東北線,11332,快速,蕨,西川口,2
JR京浜東北線,11332,快速,西川口,川口,3
JR京浜東北線,11332,快速,川口,赤羽,3
JR京浜東北線,11332,快速,赤羽,東十条,3
JR京浜東北線,11332,快速,東十条,王子,3
JR京浜東北線,11332,快速,王子,上中里,2
JR京浜東北線,11332,快速,上中里,田端,3
JR京浜東北線,11332,快速,田端,上野,5
JR京浜東北線,11332,快速,上野,秋葉原,3
JR京浜東北線,11332,快速,秋葉原,神田(東京都),2
JR京浜東北線,11332,快速,神田(東京都),東京,3
JR京浜東北線,11332,快速,東京,浜松町,4
JR京浜東北線,11332,快速,浜松町,田町(東京都),2
JR京浜東北線,11332,快速,田町(東京都),高輪ゲートウェイ,2
JR京浜東北線,11332,快速,高輪ゲートウェイ,品川,2
JR京浜東北線,11332,快速,品川,大井町,3
JR京浜東北線,11332,快速,大井町,大森(東京都),3
JR京浜東北線,11332,快速,大森(東京都),蒲田,4
JR京浜東北線,11332,快速,蒲田,川崎,4
JR京浜東北線,11332,快速,川崎,鶴見,4
JR京浜東北線,11332,快速,鶴見,新子安,3
JR京浜東北線,11332,快速,新子安,東神奈川,4
JR京浜東北線,11332,快速,東神奈川,横浜,3
JR湘南新宿ライン,11333,普通,大宮(埼玉県),浦和,6
JR湘南新宿ライン,11333,普通,浦和,赤羽,9
JR湘南新宿ライン,11333,普通,赤羽,池袋,10
JR湘南新宿ライン,11333,普通,池袋,新宿,5
JR湘南新宿ライン,11333,普通,新宿,渋谷,5
JR湘南新宿ライン,11333,普通,渋谷,恵比寿,2
JR湘南新宿ライン,11333,普通,恵比寿,大崎,4
JR湘南新宿ライン,11333,普通,大崎,西大井,3
JR湘南新宿ライン,11333,普通,西大井,武蔵小杉,5
JR湘南新宿ライン,11333,普通,武蔵小杉,新川崎,3
JR湘南新宿ライン,11333,普通,新川崎,横浜,9
JR湘南新宿ライン,11333,普通,横浜,保土ケ谷,3
JR湘南新宿ライン,11333,普通,保土ケ谷,東戸塚,5
JR湘南新宿ライン,11333,普通,東戸塚,戸塚,4
JR湘南新宿ライン,11333,普通,戸塚,大船,6
上野東京ライン,11343,普通,東京,上野,6
JR御殿場線,11505,普通,国府津,下曽我,5
JR御殿場線,11505,普通,下曽我,上大井,3
JR御殿場線,11505,普通,上大井,相模金子,3
JR御殿場線,11505,普通,相模金子,松田,3
JR御殿場線,11505,普通,松田,東山北,3
JR御殿場線,11505,普通,東山北,山北,3
JR御殿場線,11505,普通,山北,谷峨,4
JR御殿場線,11505,普通,谷峨,駿河小山,5
JR御殿場線,11505,普通,駿河小山,足柄(静岡県),5
JR御殿場線,11505,普通,足柄(静岡県),御殿場,7
JR御殿場線,11505,普通,御殿場,南御殿場,3
JR御殿場線,11505,普通,南御殿場,富士岡,3
JR御殿場線,11505,普通,富士岡,岩波,5
JR御殿場線,11505,普通,岩波,裾野,5
JR御殿場線,11505,普通,裾野,長泉なめり,3
JR御殿場線,11505,普通,長泉なめり,下土狩,2
JR御殿場線,11505,普通,下土狩,大岡(静岡県),2
JR御殿場線,11505,普通,大岡(静岡県),沼津,4
東武東上線,21001,普通,池袋,北池袋,2
東武東上線,21001,普通,北池袋,下板橋,1
東武東上線,21001,普通,下板橋,大山(東京都),2
東武東上線,21001,普通,大山(東京都),中板橋,3
東武東上線,21001,普通,中板橋,ときわ台(東京都),1
東武東上線,21001,普通,ときわ台(東京都),上板橋,1
東武東上線,21001,普通,上板橋,東武練馬,1
東武東上線,21001,普通,東武練馬,下赤塚,1
東武東上線,21001,普通,下赤塚,成増,2
東武伊勢崎線,21002,普通,伊勢崎,新伊勢崎,2
東武伊勢崎線,21002,普通,新伊勢崎,剛志,4
東武伊勢崎線,21002,普通,剛志,境町,3
東武伊勢崎線,21002,普通,境町,世良田,3
東武伊勢崎線,21002,普通,世良田,木崎,3
東武伊勢崎線,21002,普通,木崎,細谷(群馬県),4
東武伊勢崎線,21002,普通,細谷(群馬県),太田(群馬県),4
東武伊勢崎線,21002,普通,太田(群馬県),韮川,3
東武伊勢崎線,21002,普通,韮川,野州山辺,3
東武伊勢崎線,21002,普通,野州山辺,足利市,2
東武伊勢崎線,21002,普通,足利市,東武和泉,3
東武伊勢崎線,21002,普通,東武和泉,福居,2
東武伊勢崎線,21002,普通,福居,県,3
東武伊勢崎線,21002,普通,県,多々良,4
東武伊勢崎線,21002,普通,多々良,館林,4
東武日光線,21003,区間急行,東武動物公園,杉戸高野台,4
東武日光線,21003,区間急行,杉戸高野台,幸手,3
東武日光線,21003,区間急行,幸手,南栗橋,4
東武日光線,21003,準急,東武動物公園,杉戸高野台,3
東武日光線,21003,準急,杉戸高野台,幸手,3
東武日光線,21003,準急,幸手,南栗橋,4
東武日光線,21003,普通,東武動物公園,杉戸高野台,3
東武日光線,21003,普通,杉戸高野台,幸手,3
東武日光線,21003,普通,幸手,南栗橋,4
東武日光線,21003,急行,東武動物公園,杉戸高野台,4
東武日光線,21003,急行,杉戸高野台,幸手,3
東武日光線,21003,急行,幸手,南栗橋,5
東武日光線,21003,区間準急,東武動物公園,杉戸高野台,3
東武日光線,21003,区間準急,杉戸高野台,幸手,2
東武日光線,21003,区間準急,幸手,南栗橋,4
東武野田線,21004,急行,大宮(埼玉県),岩槻,7
東武野田線,21004,急行,岩槻,春日部,6
東武野田線,21004,急行,春日部,藤の牛島,4
東武野田線,21004,急行,藤の牛島,南桜井,3
東武野田線,21004,急行,南桜井,川間,3
東武野田線,21004,急行,川間,七光台,2
東武野田線,21004,急行,七光台,清水公園,3
東武野田線,21004,急行,清水公園,愛宕(千葉県),1
東武野田線,21004,急行,愛宕(千葉県),野田市,2
東武野田線,21004,急行,野田市,梅郷,3
東武野田線,21004,急行,梅郷,運河,3
東武野田線,21004,急行,運河,流山おおたかの森,5
東武野田線,21004,急行,流山おおたかの森,柏,4
東武野田線,21004,急行,柏,高柳,7
東武野田線,21004,急行,高柳,新鎌ケ谷,4
東武野田線,21004,急行,新鎌ケ谷,船橋,9
東武亀戸線,21005,普通,曳舟,小村井,2
東武亀戸線,21005,普通,小村井,東あずま,1
東武亀戸線,21005,普通,東あずま,亀戸水神,1
東武亀戸線,21005,普通,亀戸水神,亀戸,1
東武大師線,21006,普通,西新井,大師前,2
東武越生線,21007,普通,坂戸(埼玉県),一本松(埼玉県),3
東武越生線,21007,普通,一本松(埼玉県),西大家,2
東武越生線,21007,普通,西大家,川角,2
東武越生線,21007,普通,川角,武州長瀬,3
東武越生線,21007,普通,武州長瀬,東毛呂,2
東武越生線,21007,普通,東毛呂,武州唐沢,1
東武越生線,21007,普通,武州唐沢,越生,2
西武池袋線,22001,急行,池袋,石神井公園,11
西武池袋線,22001,急行,石神井公園,ひばりケ丘(東京都),7
西武池袋線,22001,急行,ひばりケ丘(東京都),所沢,9
西武池袋線,22001,急行,所沢,西所沢,3
西武池袋線,22001,急行,西所沢,小手指,2
西武池袋線,22001,急行,小手指,狭山ケ丘,2
西武池袋線,22001,急行,狭山ケ丘,武蔵藤沢,2
西武池袋線,22001,急行,武蔵藤沢,稲荷山公園,2
西武池袋線,22001,急行,稲荷山公園,入間市,1
西武池袋線,22001,急行,入間市,仏子,3
西武池袋線,22001,急行,仏子,元加治,1
西武池袋線,22001,急行,元加治,飯能,3
西武池袋線,22001,準急,池袋,練馬,7
西武池袋線,22001,準急,練馬,石神井公園,4
西武池袋線,22001,準急,石神井公園,大泉学園,2
西武池袋線,22001,準急,大泉学園,保谷,2
西武池袋線,22001,準急,保谷,ひばりケ丘(東京都),3
西武池袋線,22001,準急,ひばりケ丘(東京都),東久留米,2
西武池袋線,22001,準急,東久留米,清瀬,2
西武池袋線,22001,準急,清瀬,秋津,3
西武池袋線,22001,準急,秋津,所沢,3
西武池袋線,22001,準急,所沢,西所沢,3
西武池袋線,22001,準急,西所沢,小手指,2
西武池袋線,22001,準急,小手指,狭山ケ丘,2
西武池袋線,22001,準急,狭山ケ丘,武蔵藤沢,1
西武池袋線,22001,準急,武蔵藤沢,稲荷山公園,2
西武池袋線,22001,準急,稲荷山公園,入間市,1
西武池袋線,22001,準急,入間市,仏子,4
西武池袋線,22001,準急,仏子,元加治,2
西武池袋線,22001,準急,元加治,飯能,3
西武池袋線,22001,普通,池袋,椎名町,2
西武池袋線,22001,普通,椎名町,東長崎,2
西武池袋線,22001,普通,東長崎,江古田,1
西武池袋線,22001,普通,江古田,桜台(東京都),1
西武池袋線,22001,普通,桜台(東京都),練馬,2
西武池袋線,22001,普通,練馬,中村橋,2
西武池袋線,22001,普通,中村橋,富士見台,1
西武池袋線,22001,普通,富士見台,練馬高野台,2
西武池袋線,22001,普通,練馬高野台,石神井公園,1
西武池袋線,22001,普通,石神井公園,大泉学園,2
西武池袋線,22001,普通,大泉学園,保谷,2
西武池袋線,22001,普通,保谷,ひばりケ丘(東京都),2
西武池袋線,22001,普通,ひばりケ丘(東京都),東久留米,2
西武池袋線,22001,普通,東久留米,清瀬,2
西武池袋線,22001,普通,清瀬,秋津,2
西武池袋線,22001,普通,秋津,所沢,3
西武池袋線,22001,普通,所沢,西所沢,3
西武池袋線,22001,普通,西所沢,小手指,2
西武池袋線,22001,普通,小手指,狭山ケ丘,2
西武池袋線,22001,普通,狭山ケ丘,武蔵藤沢,2
西武池袋線,22001,普通,武蔵藤沢,稲荷山公園,3
西武池袋線,22001,普通,稲荷山公園,入間市,1
西武池袋線,22001,普通,入間市,仏子,3
西武池袋線,22001,普通,仏子,元加治,1
西武池袋線,22001,普通,元加治,飯能,3
西武池袋線,22001,特急,池袋,所沢,19
西武池袋線,22001,特急,所沢,入間市,10
西武池袋線,22001,特急,入間市,飯能,7
西武秩父線,22002,普通,西武秩父,横瀬,3
西武秩父線,22002,普通,横瀬,芦ケ久保,5
西武秩父線,22002,普通,芦ケ久保,正丸,5
西武秩父線,22002,普通,正丸,西吾野,4
西武秩父線,22002,普通,西吾野,吾野,5
西武秩父線,22002,普通,吾野,東吾野,5
西武秩父線,22002,普通,東吾野,武蔵横手,4
西武秩父線,22002,普通,武蔵横手,高麗,4
西武秩父線,22002,普通,高麗,東飯能,5
西武秩父線,22002,普通,東飯能,飯能,2
西武有楽町線,22003,普通,小竹向原,新桜台,2
西武有楽町線,22003,普通,新桜台,練馬,2
西武豊島線,22004,普通,練馬,豊島園(西武線),2
西武狭山線,22005,普通,西所沢,下山口,2
西武狭山線,22005,普通,下山口,西武球場前,3
レオライナー,22006,普通,西武遊園地,遊園地西,1
レオライナー,22006,普通,遊園地西,西武球場前,6
西武新宿線,22007,急行,西武新宿,高田馬場,2
西武新宿線,22007,急行,高田馬場,鷺ノ宮,10
西武新宿線,22007,急行,鷺ノ宮,上石神井,5
西武新宿線,22007,急行,上石神井,田無,4
西武新宿線,22007,急行,田無,花小金井,2
西武新宿線,22007,急行,花小金井,小平,2
西武新宿線,22007,急行,小平,久米川,2
西武新宿線,22007,急行,久米川,東村山,2
西武新宿線,22007,急行,東村山,所沢,3
西武新宿線,22007,急行,所沢,航空公園,2
西武新宿線,22007,急行,航空公園,新所沢,2
西武新宿線,22007,急行,新所沢,入曽,4
西武新宿線,22007,急行,入曽,狭山市,3
西武新宿線,22007,急行,狭山市,新狭山,3
西武新宿線,22007,急行,新狭山,南大塚,2
西武新宿線,22007,急行,南大塚,本川越,4
西武新宿線,22007,普通,西武新宿,高田馬場,2
西武新宿線,22007,普通,高田馬場,下落合,2
西武新宿線,22007,普通,下落合,中井,2
西武新宿線,22007,普通,中井,新井薬師前,2
西武新宿線,22007,普通,新井薬師前,沼袋,2
西武新宿線,22007,普通,沼袋,野方,1
西武新宿線,22007,普通,野方,都立家政,1
西武新宿線,22007,普通,都立家政,鷺ノ宮,1
西武新宿線,22007,普通,鷺ノ宮,下井草,2
西武新宿線,22007,普通,下井草,井荻,1
西武新宿線,22007,普通,井荻,上井草,1
西武新宿線,22007,普通,上井草,上石神井,2
西武新宿線,22007,普通,上石神井,武蔵関,2
西武新宿線,22007,普通,武蔵関,東伏見,2
西武新宿線,22007,普通,東伏見,西武柳沢,1
西武新宿線,22007,普通,西武柳沢,田無,2
西武新宿線,22007,普通,田無,花小金井,2
西武新宿線,22007,普通,花小金井,小平,3
西武新宿線,22007,普通,小平,久米川,2
西武新宿線,22007,普通,久米川,東村山,1
西武新宿線,22007,普通,東村山,所沢,3
西武新宿線,22007,普通,所沢,航空公園,2
西武新宿線,22007,普通,航空公園,新所沢,2
西武新宿線,22007,普通,新所沢,入曽,4
西武新宿線,22007,普通,入曽,狭山市,3
西武新宿線,22007,普通,狭山市,新狭山,3
西武新宿線,22007,普通,新狭山,南大塚,2
西武新宿線,22007,普通,南大塚,本川越,3
西武新宿線,22007,準急,西武新宿,高田馬場,3
西武新宿線,22007,準急,高田馬場,鷺ノ宮,12
西武新宿線,22007,準急,鷺ノ宮,上石神井,5
西武新宿線,22007,準急,上石神井,武蔵関,2
西武新宿線,22007,準急,武蔵関,東伏見,2
西武新宿線,22007,準急,東伏見,西武柳沢,2
西武新宿線,22007,準急,西武柳沢,田無,1
西武新宿線,22007,準急,田無,花小金井,2
西武新宿線,22007,準急,花小金井,小平,3
西武新宿線,22007,準急,小平,久米川,2
西武新宿線,22007,準急,久米川,東村山,2
西武新宿線,22007,準急,東村山,所沢,4
西武新宿線,22007,準急,所沢,航空公園,2
西武新宿線,22007,準急,航空公園,新所沢,1
西武新宿線,22007,準急,新所沢,入曽,3
西武新宿線,22007,準急,入曽,狭山市,3
西武新宿線,22007,準急,狭山市,新狭山,2
西武新宿線,22007,準急,新狭山,南大塚,3
西武新宿線,22007,準急,南大塚,本川越,4
西武新宿線,22007,特急,西武新宿,高田馬場,3
西武新宿線,22007,特急,高田馬場,東村山,25
西武新宿線,22007,特急,東村山,所沢,3
西武新宿線,22007,特急,所沢,狭山市,7
西武新宿線,22007,特急,狭山市,本川越,7
西武拝島線,22008,準急,小平,萩山,2
西武拝島線,22008,準急,萩山,小川(東京都),2
西武拝島線,22008,準急,小川(東京都),東大和市,3
西武拝島線,22008,準急,東大和市,玉川上水,2
西武拝島線,22008,準急,玉川上水,武蔵砂川,3
西武拝島線,22008,準急,武蔵砂川,西武立川,3
西武拝島線,22008,準急,西武立川,拝島,3
西武拝島線,22008,急行,小平,萩山,2
西武拝島線,22008,急行,萩山,小川(東京都),3
西武拝島線,22008,急行,小川(東京都),東大和市,3
西武拝島線,22008,急行,東大和市,玉川上水,2
西武拝島線,22008,急行,玉川上水,武蔵砂川,3
西武拝島線,22008,急行,武蔵砂川,西武立川,2
西武拝島線,22008,急行,西武立川,拝島,3
西武拝島線,22008,普通,小平,萩山,2
西武拝島線,22008,普通,萩山,小川(東京都),2
西武拝島線,22008,普通,小川(東京都),東大和市,3
西武拝島線,22008,普通,東大和市,玉川上水,2
西武拝島線,22008,普通,玉川上水,武蔵砂川,3
西武拝島線,22008,普通,武蔵砂川,西武立川,2
西武拝島線,22008,普通,西武立川,拝島,3
西武西武園線,22009,普通,東村山,西武園,3
西武国分寺線,22010,普通,国分寺,恋ケ窪,2
西武国分寺線,22010,普通,恋ケ窪,鷹の台,2
西武国分寺線,22010,普通,鷹の台,小川(東京都),2
西武国分寺線,22010,普通,小川(東京都),東村山,2
西武多摩湖線,22011,普通,国分寺,一橋学園,3
西武多摩湖線,22011,普通,一橋学園,青梅街道,1
西武多摩湖線,22011,普通,青梅街道,萩山,2
西武多摩湖線,22011,普通,萩山,八坂,2
西武多摩湖線,22011,普通,八坂,武蔵大和,3
西武多摩湖線,22011,普通,武蔵大和,西武遊園地,2
西武多摩川線,22012,普通,武蔵境,新小金井,2
西武多摩川線,22012,普通,新小金井,多磨,3
西武多摩川線,22012,普通,多磨,白糸台,2
西武多摩川線,22012,普通,白糸台,競艇場前,2
西武多摩川線,22012,普通,競艇場前,是政,2
京成本線,23001,特急,京成上野,日暮里,4
京成本線,23001,特急,日暮里,青砥,10
京成本線,23001,特急,青砥,京成高砂,2
京成本線,23001,特急,京成高砂,京成八幡,6
京成本線,23001,特急,京成八幡,京成船橋,6
京成本線,23001,特急,京成船橋,京成津田沼,4
京成本線,23001,特急,京成津田沼,八千代台,6
京成本線,23001,特急,八千代台,勝田台,4
京成本線,23001,特急,勝田台,京成佐倉,9
京成本線,23001,特急,京成佐倉,大佐倉,2
京成本線,23001,特急,大佐倉,京成酒々井,2
京成本線,23001,特急,京成酒々井,宗吾参道,2
京成本線,23001,特急,宗吾参道,公津の杜,2
京成本線,23001,特急,公津の杜,京成成田,4
京成本線,23001,特急,京成成田,空港第２ビル(鉄道),6
京成本線,23001,特急,空港第２ビル(鉄道),成田空港(鉄道),2
京成本線,23001,特急スカイライナー,京成上野,日暮里,5
京成本線,23001,特急スカイライナー,日暮里,空港第２ビル(鉄道),38
京成本線,23001,特急スカイライナー,空港第２ビル(鉄道),成田空港(鉄道),2
京成本線,23001,特急,京成上野,日暮里,4
京成本線,23001,特急,日暮里,青砥,10
京成本線,23001,特急,青砥,京成高砂,2
京成本線,23001,特急,京成高砂,京成八幡,6
京成本線,23001,特急,京成八幡,京成船橋,6
京成本線,23001,特急,京成船橋,京成津田沼,4
京成本線,23001,特急,京成津田沼,八千代台,6
京成本線,23001,特急,八千代台,勝田台,4
京成本線,23001,特急,勝田台,京成佐倉,9
京成本線,23001,特急,京成佐倉,大佐倉,2
京成本線,23001,特急,大佐倉,京成酒々井,2
京成本線,23001,特急,京成酒々井,宗吾参道,2
京成本線,23001,特急,宗吾参道,公津の杜,2
京成本線,23001,特急,公津の杜,京成成田,4
京成本線,23001,特急,京成成田,空港第２ビル(鉄道),6
京成本線,23001,特急,空港第２ビル(鉄道),成田空港(鉄道),2
京成本線,23001,特急スカイライナー,京成上野,日暮里,5
京成本線,23001,特急スカイライナー,日暮里,空港第２ビル(鉄道),38
京成本線,23001,特急スカイライナー,空港第２ビル(鉄道),成田空港(鉄道),2
京成押上線,23002,普通,押上,京成曳舟,2
京成押上線,23002,普通,京成曳舟,八広,2
京成押上線,23002,普通,八広,四ツ木,2
京成押上線,23002,普通,四ツ木,京成立石,1
京成押上線,23002,普通,京成立石,青砥,3
京成押上線,23002,普通,青砥,京成高砂,2
京成押上線,23002,快速特急,押上,青砥,6
京成押上線,23002,快速特急,青砥,京成高砂,2
京成金町線,23003,普通,京成高砂,柴又,2
京成金町線,23003,普通,柴又,京成金町,3
