company_name,company_code,line_name,line_code,line_type,first_station,last_station,first_station_pref,last_station_pref,station_line_url,timetable_url
小田急電鉄,15,小田急多摩線,25003,straight,新百合ヶ丘,唐木田,神奈川県,東京都,https://transit.yahoo.co.jp/station/rail/23211/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23211/?gid=3131&kind=1&done=time
東急電鉄,16,東急東横線,26001,straight,渋谷,横浜,東京都,神奈川県,https://transit.yahoo.co.jp/station/rail/22715/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22715/?gid=3141&kind=1&done=time
東急電鉄,16,東急目黒線,26002,straight,目黒,日吉,東京都,神奈川県,https://transit.yahoo.co.jp/station/rail/23018/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23018/?gid=3151&kind=1&done=time
東急電鉄,16,東急田園都市線,26003,straight,渋谷,中央林間,東京都,神奈川県,https://transit.yahoo.co.jp/station/rail/22715/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22715/?gid=3161&kind=1&done=time
東急電鉄,16,東急大井町線,26004,straight,大井町,溝の口,東京都,神奈川県,https://transit.yahoo.co.jp/station/rail/22556/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22556/?gid=3171&kind=1&done=time
東急電鉄,16,東急池上線,26005,straight,五反田,蒲田,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22691/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22691/?gid=3181&kind=1&done=time
東急電鉄,16,東急多摩川線,26006,straight,多摩川,蒲田,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22803/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22803/?gid=3191&kind=1&done=time
東急電鉄,16,東急世田谷線,26007,straight,三軒茶屋,下高井戸,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22703/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22703/?gid=3201&kind=1&done=time
東急電鉄,16,東急こどもの国線,26008,straight,長津田,こどもの国,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23260/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23260/?gid=3211&kind=1&done=time
京急電鉄,17,京急本線,27001,straight,泉岳寺,浦賀,東京都,神奈川県,https://transit.yahoo.co.jp/station/rail/22775/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22775/?gid=3221&kind=1&done=time
京急電鉄,17,京急空港線,27002,straight,京急蒲田,羽田空港第1・第2ターミナル,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22660/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22660/?gid=3231&kind=1&done=time
京急電鉄,17,京急大師線,27003,straight,京急川崎,小島新田,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23147/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23147/?gid=3241&kind=1&done=time
京急電鉄,17,京急逗子線,27004,straight,金沢八景,逗子・葉山,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23113/?q=%E9%87%91%E6%B2%A2%E5%85%AB%E6%99%AF&kind=1&done=time,https://transit.yahoo.co.jp//station/time/23113/?gid=3251&q=%E9%87%91%E6%B2%A2%E5%85%AB%E6%99%AF&kind=1&done=time
京急電鉄,17,京急久里浜線,27005,straight,堀ノ内,三崎口,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23317/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23317/?gid=3261&kind=1&done=time
東京メトロ,18,東京メトロ銀座線,28001,straight,浅草,渋谷,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22495/?q=%E6%B5%85%E8%8D%89%E9%A7%85&kind=1&done=time,https://transit.yahoo.co.jp//station/time/22495/?gid=3271&q=%E6%B5%85%E8%8D%89%E9%A7%85&kind=1&done=time
東京メトロ,18,東京メトロ丸ノ内線,28002,branch,池袋,荻窪,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22513/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22513/?gid=3281&kind=1&done=time
東京メトロ,18,東京メトロ丸ノ内線,28002,branch,池袋,方南町,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22513/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22513/?gid=3281&kind=1&done=time
東京メトロ,18,東京メトロ日比谷線,28003,straight,北千住,中目黒,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22630/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22630/?gid=3301&kind=1&done=time
東京メトロ,18,東京メトロ東西線,28004,straight,中野,西船橋,東京都,千葉県,https://transit.yahoo.co.jp/station/rail/22849/?q=%E4%B8%AD%E9%87%8E%E9%A7%85&kind=1&done=time,https://transit.yahoo.co.jp//station/time/22849/?gid=3311&q=%E4%B8%AD%E9%87%8E%E9%A7%85&kind=1&done=time
東京メトロ,18,東京メトロ千代田線,28005,straight,北綾瀬,代々木上原,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22627/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22627/?gid=3330&kind=1&done=time
東京メトロ,18,東京メトロ有楽町線,28006,straight,和光市,新木場,埼玉県,東京都,https://transit.yahoo.co.jp/station/rail/22171/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22171/?gid=3341&kind=1&done=time
東京メトロ,18,東京メトロ半蔵門線,28008,straight,渋谷,押上,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22715/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22715/?gid=3351&kind=1&done=time
東京メトロ,18,東京メトロ南北線,28009,straight,赤羽岩淵,目黒,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22488/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22488/?gid=3360&kind=1&done=time
東京メトロ,18,東京メトロ副都心線,28010,straight,渋谷,和光市,埼玉県,東京都,https://transit.yahoo.co.jp/station/rail/22715/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22715/?gid=3370&kind=1&done=time
相模鉄道,19,相鉄本線,29001,straight,横浜,海老名,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23368/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23368/?gid=3441&kind=1&done=time
相模鉄道,19,相鉄いずみ野線,29002,straight,二俣川,湘南台,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23310/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23310/?gid=3451&kind=1&done=time
相模鉄道,19,相鉄・JR直通線,29003,straight,羽沢横浜国大,西谷,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/29682/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/29682/?gid=8120&kind=1&done=time
東京都交通局,119,都営大江戸線,99301,line_circle,光が丘,都庁前,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22920/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22920/?gid=7210&kind=1&done=time
東京都交通局,119,都営浅草線,99302,straight,西馬込,押上,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22882/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22882/?gid=3381&kind=1&done=time
東京都交通局,119,都営三田線,99303,straight,目黒,西高島平,東京都,東京都,https://transit.yahoo.co.jp/station/rail/23018/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23018/?gid=3391&kind=1&done=time
東京都交通局,119,都営新宿線,99304,straight,新宿,本八幡,東京都,千葉県,https://transit.yahoo.co.jp/station/rail/22741/?q=%E6%96%B0%E5%AE%BF%E9%A7%85&kind=1&done=time,https://transit.yahoo.co.jp//station/time/22741/?gid=3401&q=%E6%96%B0%E5%AE%BF%E9%A7%85&kind=1&done=time
東京都交通局,119,都電荒川線,99305,straight,三ノ輪橋,早稲田,東京都,東京都,https://transit.yahoo.co.jp/station/rail/23000/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23000/?gid=3421&kind=1&done=time
東京都交通局,119,日暮里・舎人ライナー,99342,straight,見沼代親水公園,日暮里,東京都,東京都,https://transit.yahoo.co.jp/station/rail/29628/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/29628/?gid=3430&kind=1&done=time
秩父鉄道,120,秩父鉄道秩父本線,99306,straight,羽生,三峰口,埼玉県,埼玉県,https://transit.yahoo.co.jp/station/rail/22103/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22103/?gid=4751&kind=1&done=time
埼玉高速鉄道,121,埼玉高速鉄道線,99307,straight,赤羽岩淵,浦和美園,東京都,埼玉県,https://transit.yahoo.co.jp/station/rail/22488/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22488/?gid=6761&kind=1&done=time
いすみ鉄道,122,いすみ線,99308,straight,大原,上総中野,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22216/?q=%E5%A4%A7%E5%8E%9F%E9%A7%85&kind=1&done=time,https://transit.yahoo.co.jp//station/time/22216/?gid=4861&q=%E5%A4%A7%E5%8E%9F%E9%A7%85&kind=1&done=time
首都圏新都市鉄道,123,つくばエクスプレス,99309,straight,秋葉原,つくば,東京都,茨城県,https://transit.yahoo.co.jp/station/rail/22492/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22492/?gid=6921&kind=1&done=time
横浜高速鉄道,124,みなとみらい線,99310,straight,横浜,元町・中華街,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23368/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23368/?gid=6871&kind=1&done=time
ゆりかもめ,125,ゆりかもめ,99311,straight,新橋,豊洲,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22751/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22751/?gid=6671&kind=1&done=time
山万,127,ユーカリが丘線,99313,line_circle,ユーカリが丘,公園,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22474/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22474/?gid=4811&kind=1&done=time
伊豆箱根鉄道,128,伊豆箱根鉄道大雄山線,99314,straight,小田原,大雄山,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23098/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23098/?gid=4951&kind=1&done=time
横浜市交通局,130,ブルーライン,99316,straight,あざみ野,湘南台,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23058/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23058/?gid=4890&kind=1&done=time
横浜市交通局,130,グリーンライン,99343,straight,中山,日吉,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23259/?q=%E4%B8%AD%E5%B1%B1%E9%A7%85&kind=1&done=time,https://transit.yahoo.co.jp//station/time/23259/?gid=4900&q=%E4%B8%AD%E5%B1%B1%E9%A7%85&kind=1&done=time
株式会社横浜シーサイドライン,131,金沢シーサイドライン,99317,straight,新杉田,金沢八景,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23207/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23207/?gid=4911&kind=1&done=time
江ノ島電鉄,133,江ノ島電鉄線,99320,straight,藤沢,鎌倉,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23304/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23304/?gid=4931&kind=1&done=time
埼玉新都市交通,134,ニューシャトル,99321,straight,大宮,内宿,埼玉県,埼玉県,https://transit.yahoo.co.jp/station/rail/21987/?q=%E5%A4%A7%E5%AE%AE%E9%A7%85&kind=1&done=time,https://transit.yahoo.co.jp//station/time/21987/?gid=4761&q=%E5%A4%A7%E5%AE%AE%E9%A7%85&kind=1&done=time
芝山鉄道,137,芝山鉄道線,99324,straight,東成田,芝山千代田,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22413/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22413/?gid=6791&kind=1&done=time
小湊鐵道,138,小湊鉄道線,99325,straight,五井,上総中野,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22302/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22302/?gid=4851&kind=1&done=time
湘南モノレール,139,湘南モノレール,99326,straight,大船,湘南江の島,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23096/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23096/?gid=4921&kind=1&done=time
新京成電鉄,142,新京成線,99329,straight,京成津田沼,松戸,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22282/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22282/?gid=4780&kind=1&done=time
千葉都市モノレール,144,千葉都市モノレール１号線,99331,straight,千葉みなと,県庁前,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22366/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22366/?gid=4831&kind=1&done=time
千葉都市モノレール,144,千葉都市モノレール２号線,99332,straight,千葉,千城台,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22361/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22361/?gid=4841&kind=1&done=time
流鉄,145,流鉄流山線,99333,straight,馬橋,流山,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22447/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22447/?gid=4771&kind=1&done=time
多摩都市モノレール,146,多摩モノレール,99334,straight,多摩センター,上北台,東京都,東京都,https://transit.yahoo.co.jp/station/rail/29294/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/29294/?gid=6730&kind=1&done=time
銚子電気鉄道,147,銚子電鉄線,99335,straight,銚子,外川,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22354/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22354/?gid=4871&kind=1&done=time
東京モノレール,148,東京モノレール,99336,straight,浜松町,羽田空港第2ターミナル,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22914/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22914/?gid=4881&kind=1&done=time
東京臨海高速鉄道,149,りんかい線,99337,straight,新木場,大崎,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22733/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22733/?gid=6681&kind=1&done=time
東葉高速鉄道,150,東葉高速線,99338,straight,西船橋,東葉勝田台,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22401/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22401/?gid=6691&kind=1&done=time
箱根登山鉄道,151,箱根登山鉄道鉄道線,99339,straight,小田原,強羅,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23098/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23098/?gid=4961&kind=1&done=time
北総鉄道,152,北総鉄道北総線,99340,straight,京成高砂,印旛日本医大,東京都,千葉県,https://transit.yahoo.co.jp/station/rail/22665/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22665/?gid=4801&kind=1&done=time
箱根登山鉄道,151,箱根登山ケーブルカー,99344,straight,強羅,早雲山,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23168/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23168/?gid=4981&kind=1&done=time
JR東日本,2,JR鶴見線,11304,etc,鶴見,海芝浦,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23244/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23244/?gid=1181&kind=1&done=time
JR東日本,2,JR鶴見線,11304,etc,鶴見,大川,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23244/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23244/?gid=1181&kind=1&done=time
JR東日本,2,JR鶴見線,11304,etc,鶴見,扇町,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23244/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23244/?gid=1181&kind=1&done=time
JR東日本,2,JR成田線,11327,etc,佐倉,成田空港,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22306/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22306/?gid=831&kind=1&done=time
JR東日本,2,JR成田線,11327,etc,我孫子,銚子,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22183/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22183/?gid=841&kind=1&done=time
JR東日本,2,JR成田エクスプレス,11328,etc,大船,成田空港,神奈川県,千葉県,https://transit.yahoo.co.jp/station/rail/23096/?kind=1&done=time,
JR東日本,2,JR成田エクスプレス,11328,etc,大宮,成田空港,埼玉県,千葉県,https://transit.yahoo.co.jp/station/rail/21987/?q=%E5%A4%A7%E5%AE%AE%E9%A7%85&kind=1&done=time,
JR東日本,2,JR成田エクスプレス,11328,etc,高尾,成田空港,東京都,千葉県,https://transit.yahoo.co.jp/station/rail/22787/?q=%E9%AB%98%E5%B0%BE%E9%A7%85&kind=1&done=time,
